call_id,primary_call_reason,Primary_call_reason2
1813837656,Baggage,Baggage
3887556364,Post Flight,Post Flight
937836535,Seating,Seating
1435314128,Upgrade,Upgrade
2304467462,Voluntary Change,Voluntary Change
6220409170,IRROPS,IRROPS
8950265888,Products & Services,Products & Services
7531121648,Seating,Seating
8213107451,IRROPS,IRROPS
1284964425,Mileage Plus,Mileage Plus
1486242238,Post Flight,Post Flight
9801081614,Upgrade,Upgrade
8204545326,IRROPS,IRROPS
8762286686,IRROPS,IRROPS
3519837422,Voluntary Cancel,Voluntary Cancel
2802835484,Voluntary Cancel,Voluntary Cancel
9993623715,Post Flight,Post Flight
7476189713,Baggage,Baggage
5981799933,IRROPS,IRROPS
5508838050,Communications,Communications
1035731464,Voluntary Change,Voluntary Change
7350617271,Booking,Booking
3484246512,ETC,ETC
8980730847,Voluntary Change,Voluntary Change
3709545757,Checkout,Checkout
2098408720,Mileage Plus,Mileage Plus
9553231002,Baggage,Baggage
7648163249,Checkout,Checkout
7006893728,IRROPS,IRROPS
9469345001,IRROPS,IRROPS
4051329779,Voluntary Change,Voluntary Change
9136230006,Seating,Seating
7800325021,Voluntary Change,Voluntary Change
9337181552,Checkout,Checkout
7118474959,Checkout,Checkout
8694429208,Upgrade,Upgrade
4791962471,Voluntary Change,Voluntary Change
9904604781,Post Flight,Post Flight
6110386675,IRROPS,IRROPS
5339448275,Products & Services,Products & Services
186120475,Voluntary Cancel,Voluntary Cancel
8633603392,Seating,Seating
6408381922,IRROPS,IRROPS
4603285578,Seating,Seating
7741023910,Mileage Plus,Mileage Plus
2820360161,Upgrade,Upgrade
6538134413,IRROPS,IRROPS
982889527,Voluntary Change,Voluntary Change
9867468244,Communications,Communications
9012938926,Upgrade,Upgrade
7065405175,Seating,Seating
3112495478,Post Flight,Post Flight
1938586707,Communications,Communications
1410681104,Voluntary Change,Voluntary Change
378731315,Products & Services,Products & Services
53239757,Seating,Seating
8577842989,Seating,Seating
7852949811,Voluntary Change,Voluntary Change
6938680222,Check In,Check In
4930801478,Baggage,Baggage
7575830036,Seating,Seating
4721881686,Digital Support,Digital Support
6933895336,Booking,Booking
2040194904,IRROPS,IRROPS
8307226570,Seating,Seating
4539262150,Post Flight,Post Flight
5001426380,Communications,Communications
4584697593,Checkout,Checkout
6572871507,IRROPS,IRROPS
7822794415,Seating,Seating
1972238729,Mileage Plus,Mileage Plus
539272898,Seating,Seating
2608418693,Voluntary Change,Voluntary Change
8754553602,Voluntary Cancel,Voluntary Cancel
4121359343,Communications,Communications
3724333185,Voluntary Change,Voluntary Change
9728833574,Digital Support,Digital Support
7793997228,Voluntary Change,Voluntary Change
9148070132,IRROPS,IRROPS
284484525,Upgrade,Upgrade
595782492,Mileage Plus,Mileage Plus
3036241704,Seating,Seating
5800026659,Baggage,Baggage
3474740564,Checkout,Checkout
7731567516,Booking,Booking
3655237621,Products & Services,Products & Services
125140058,Mileage Plus,Mileage Plus
6823572698,Mileage Plus,Mileage Plus
8893395421,Other Topics,Other Topics
8164803683,Upgrade,Upgrade
9375669877,Post Flight,Post Flight
9441402913,Voluntary Change,Voluntary Change
9917165002,IRROPS,IRROPS
369505466,Baggage,Baggage
4352394939,IRROPS,IRROPS
2149591325,Mileage Plus,Mileage Plus
9498957298,Voluntary Change,Voluntary Change
6212227523,Voluntary Change,Voluntary Change
2112213051,Communications,Communications
213615452,Other Topics,Other Topics
4124164521,Voluntary Change,Voluntary Change
8196157177,Booking,Booking
2884510014,ETC,ETC
6421752644,Booking,Booking
8413016858,Voluntary Change,Voluntary Change
9676945846,Seating,Seating
3005825663,Seating,Seating
4553885067,Communications,Communications
3987762970,Voluntary Change,Voluntary Change
2054145785,IRROPS,IRROPS
8568380320,Baggage,Baggage
1263755489,Communications,Communications
8775796752,Check In,Check In
1217187842,Upgrade,Upgrade
9053879965,Other Topics,Other Topics
2171931363,Booking,Booking
6262228825,Seating,Seating
8570389133,Voluntary Change,Voluntary Change
3029241668,Post Flight,Post Flight
3069732071,Voluntary Change,Voluntary Change
9931440704,IRROPS,IRROPS
4430950457,Mileage Plus  ,Mileage Plus
9412141922,Seating,Seating
1749114155,Seating,Seating
3404069567,Voluntary Change,Voluntary Change
2451734150,Upgrade,Upgrade
9302488988,IRROPS,IRROPS
435105007,IRROPS,IRROPS
8487811226,Communications,Communications
2829066603,Voluntary Change,Voluntary Change
3568490156,IRROPS,IRROPS
7888152883,Voluntary Change,Voluntary Change
4712566920,IRROPS,IRROPS
1625224460,Voluntary Change,Voluntary Change
6480334758,Voluntary Cancel,Voluntary Cancel
6293237802,Post Flight,Post Flight
5454060698,Seating,Seating
1585302694,Voluntary Change,Voluntary Change
5984609617,Check In,Check In
3788728687,Voluntary Change,Voluntary Change
1836552069,Seating,Seating
5971816994,Mileage Plus,Mileage Plus
1308413814,Communications,Communications
2398984523,Upgrade,Upgrade
6031483614,Voluntary Change,Voluntary Change
4931112589,Voluntary Change,Voluntary Change
8426359997,Booking,Booking
8966792345,IRROPS,IRROPS
9633303622,IRROPS,IRROPS
6541312379,Voluntary Change,Voluntary Change
8946508659,Upgrade,Upgrade
8975901094,Mileage Plus,Mileage Plus
1981412377,Voluntary Change,Voluntary Change
8152073577,Checkout,Checkout
8317801529,Upgrade,Upgrade
97162530,Communications,Communications
6832265594,Voluntary Change,Voluntary Change
964102719,IRROPS,IRROPS
631766417,Voluntary Change,Voluntary Change
6101486991,Post Flight,Post Flight
7060398495,Upgrade,Upgrade
9190850746,IRROPS,IRROPS
1381268937,Digital Support,Digital Support
8916130310,Voluntary Change,Voluntary Change
4645399601,Upgrade  ,Upgrade
6811232349,Voluntary Change,Voluntary Change
7252355215,Seating,Seating
5779806661,Voluntary Change,Voluntary Change
5788951137,Upgrade,Upgrade
2913762476,Voluntary Change,Voluntary Change
4910700459,IRROPS,IRROPS
5107324891,Post Flight,Post Flight
9319364196,IRROPS,IRROPS
8884286311,Schedule Change,Schedule Change
367704004,Checkout,Checkout
5026903699,Traveler Updates,Traveler Updates
6554911047,Mileage Plus,Mileage Plus
6099358159,Voluntary Change,Voluntary Change
8262522246,Voluntary Change,Voluntary Change
5772812012,IRROPS,IRROPS
8244672569,Communications,Communications
805910062,Voluntary Change,Voluntary Change
3549775088,IRROPS,IRROPS
5849292430,Check In,Check In
6794627454,Baggage,Baggage
7830511809,Voluntary Change,Voluntary Change
5338354655,Upgrade,Upgrade
8750051522,Mileage Plus,Mileage Plus
6182308188,Checkout,Checkout
9680921070,IRROPS,IRROPS
3805315177,Communications,Communications
5647158568,Mileage Plus,Mileage Plus
3451997541,Mileage Plus,Mileage Plus
9141162309,Seating,Seating
2957966559,Mileage Plus,Mileage Plus
9030822589,IRROPS,IRROPS
7568061429,Checkout,Checkout
4134996645,ETC,ETC
8196616083,Disability,Disability
6926190297,Checkout,Checkout
6759333867,IRROPS,IRROPS
3328217081,Checkout,Checkout
9965039582,Checkout,Checkout
8909004369,Voluntary Change,Voluntary Change
5131155780,Voluntary Change,Voluntary Change
8234775531,IRROPS,IRROPS
9650220321,Baggage,Baggage
7983136808,IRROPS,IRROPS
2156821234,IRROPS,IRROPS
8807453276,Voluntary Change,Voluntary Change
8592023663,Digital Support,Digital Support
998587251,Seating,Seating
349570337,IRROPS,IRROPS
8209169286,Digital Support,Digital Support
524273116,IRROPS,IRROPS
3617457108,Seating,Seating
994441654,Baggage,Baggage
7972928694,IRROPS,IRROPS
1374160780,Voluntary Change,Voluntary Change
7578021693,Products & Services,Products & Services
7952590687,Check In,Check In
7353283824,Mileage Plus,Mileage Plus
5037415487,IRROPS,IRROPS
4662911770,IRROPS  ,IRROPS
9348069269,Schedule Change,Schedule Change
690188730,Upgrade,Upgrade
435088666,IRROPS,IRROPS
2496790976,IRROPS,IRROPS
2746015640,IRROPS,IRROPS
2141369148,Seating,Seating
2169460932,Voluntary Cancel,Voluntary Cancel
2264854933,IRROPS,IRROPS
5111825415,Baggage,Baggage
2692571097,IRROPS,IRROPS
8562043264,IRROPS,IRROPS
2806453657,Post Flight,Post Flight
6866920701,IRROPS,IRROPS
343854332,Voluntary Cancel,Voluntary Cancel
32798742,Post Flight,Post Flight
8202516471,Voluntary Change,Voluntary Change
2188328833,Mileage Plus,Mileage Plus
5467260378,Seating,Seating
2473177970,Mileage Plus,Mileage Plus
8203039244,Mileage Plus,Mileage Plus
8935436253,Schedule Change,Schedule Change
7879732637,Voluntary Change,Voluntary Change
5836092419,Voluntary Change,Voluntary Change
5266946241,IRROPS,IRROPS
8084407062,Mileage Plus,Mileage Plus
3235664197,IRROPS,IRROPS
4849457640,Voluntary Change,Voluntary Change
2352935210,IRROPS,IRROPS
771468852,Mileage Plus,Mileage Plus
7661273542,IRROPS,IRROPS
1028388063,Post Flight,Post Flight
2826812869,Products & Services,Products & Services
9734354259,Voluntary Change,Voluntary Change
2172246118,Voluntary Change  ,Voluntary Change
3070156242,Other Topics,Other Topics
8009230744,Mileage Plus,Mileage Plus
1304268956,Voluntary Change,Voluntary Change
1064199309,Post Flight,Post Flight
9963374262,Voluntary Change,Voluntary Change
5648656993,IRROPS  ,IRROPS
2533820524,IRROPS,IRROPS
3442258979,Seating,Seating
9475446873,IRROPS,IRROPS
5644282118,IRROPS,IRROPS
2860127493,Upgrade,Upgrade
862761810,Seating,Seating
3773171039,Seating,Seating
4802143167,Baggage,Baggage
646812602,Other Topics,Other Topics
5102726002,Voluntary Cancel,Voluntary Cancel
3118983933,IRROPS,IRROPS
3105579059,Booking,Booking
543533665,Seating,Seating
759054714,Schedule Change  ,Schedule Change
5365117084,Post Flight,Post Flight
8974813049,Checkout,Checkout
9174135388,Voluntary Change,Voluntary Change
863363831,Booking,Booking
6772624426,Check In,Check In
6348280428,Products & Services,Products & Services
842928944,Seating,Seating
6976311713,IRROPS,IRROPS
4097401911,Communications,Communications
4797052661,Disability,Disability
306823078,Mileage Plus,Mileage Plus
46990648,IRROPS,IRROPS
7633395292,Checkout,Checkout
8308511547,Voluntary Change,Voluntary Change
5872122438,Checkout,Checkout
7321405948,IRROPS,IRROPS
9928290288,Mileage Plus,Mileage Plus
7010318776,Seating,Seating
2536135026,Seating,Seating
6868239503,Voluntary Change,Voluntary Change
4548361877,Communications,Communications
9264928273,Communications,Communications
3073139430,IRROPS,IRROPS
1826391050,Traveler Updates,Traveler Updates
9174163937,Voluntary Change,Voluntary Change
6812669800,IRROPS,IRROPS
4376498411,Mileage Plus,Mileage Plus
1513629791,Schedule Change,Schedule Change
723028251,Traveler Updates,Traveler Updates
26509566,Mileage Plus,Mileage Plus
7211442159,Voluntary Cancel,Voluntary Cancel
8861577633,Voluntary Change,Voluntary Change
1345402618,Digital Support,Digital Support
6203398318,IRROPS,IRROPS
602742768,Communications,Communications
9330111560,Voluntary Change,Voluntary Change
6953278394,Seating,Seating
2683685036,Products & Services,Products & Services
2753001697,Booking,Booking
9567163975,IRROPS,IRROPS
6069041241,Upgrade,Upgrade
4504068242,Booking,Booking
3974499086,Baggage,Baggage
2949544051,IRROPS,IRROPS
2413431899,Post Flight,Post Flight
9634578801,IRROPS,IRROPS
9829875971,IRROPS,IRROPS
6368746474,IRROPS,IRROPS
9657860281,Voluntary Change,Voluntary Change
8616648350,Voluntary Change,Voluntary Change
8775017694,IRROPS,IRROPS
1267680011,Communications,Communications
8670182122,IRROPS,IRROPS
1535058521,Post Flight,Post Flight
3241147444,Booking,Booking
6744056513,Upgrade,Upgrade
648232240,IRROPS,IRROPS
8169336418,IRROPS,IRROPS
6923099410,Voluntary Change,Voluntary Change
3879771012,Voluntary Change,Voluntary Change
1428429873,IRROPS,IRROPS
8389365378,IRROPS,IRROPS
5055025101,Voluntary Change,Voluntary Change
6633616852,IRROPS,IRROPS
6149151737,Voluntary Change,Voluntary Change
4226328925,Other Topics,Other Topics
1037269306,ETC,ETC
4391584136,Communications,Communications
6536195281,Products & Services,Products & Services
8855874015,Communications,Communications
6227585045,Unaccompanied Minor,Unaccompanied Minor
4197558260,ETC,ETC
8571940145,Communications,Communications
4661311503,Seating,Seating
9168003660,Post Flight,Post Flight
3196220106,Mileage Plus,Mileage Plus
8584817541,Seating,Seating
480994331,Voluntary Cancel,Voluntary Cancel
441597426,Mileage Plus,Mileage Plus
9199029432,Post Flight,Post Flight
6281382874,Voluntary Change,Voluntary Change
7355483386,ETC,ETC
8038148357,Communications,Communications
9287480469,IRROPS,IRROPS
6649509916,Baggage,Baggage
8917717894,Products & Services,Products & Services
980347082,Booking,Booking
4118538157,Traveler Updates,Traveler Updates
4181054633,IRROPS,IRROPS
7229358578,Products & Services,Products & Services
2650331198,Baggage,Baggage
1107042807,Post Flight,Post Flight
5547424784,Digital Support,Digital Support
4335277410,Booking,Booking
1204142274,Post Flight,Post Flight
3527400143,Voluntary Change,Voluntary Change
8916281082,IRROPS,IRROPS
1013953092,Mileage Plus,Mileage Plus
4813606704,Seating,Seating
3467355686,Check In,Check In
7247406531,IRROPS,IRROPS
8641282748,Voluntary Change,Voluntary Change
2574102793,Post Flight,Post Flight
8116046204,Products & Services,Products & Services
4309186972,Voluntary Change  ,Voluntary Change
316157251,Voluntary Change,Voluntary Change
4189848404,IRROPS,IRROPS
5681301188,Seating,Seating
2688488257,Products & Services,Products & Services
5678629071,Other Topics,Other Topics
7468401016,IRROPS,IRROPS
3374336468,IRROPS,IRROPS
4664996329,Seating,Seating
9460744010,Seating,Seating
6483795768,Schedule Change,Schedule Change
974729414,Other Topics,Other Topics
6219554459,Mileage Plus,Mileage Plus
7739309540,Products & Services,Products & Services
6480415819,Other Topics,Other Topics
8056760044,Baggage,Baggage
3919621109,Other Topics,Other Topics
6727116684,IRROPS,IRROPS
8672873437,Traveler Updates,Traveler Updates
1327703335,Voluntary Cancel,Voluntary Cancel
9751584303,Seating,Seating
2571276048,IRROPS,IRROPS
4876912325,Digital Support,Digital Support
5161257788,Mileage Plus,Mileage Plus
6248910325,Seating,Seating
3741951605,Checkout,Checkout
8634250941,Disability,Disability
302864471,IRROPS,IRROPS
5090520436,Post Flight,Post Flight
9782004964,Other Topics,Other Topics
9879144736,Mileage Plus,Mileage Plus
7722535099,IRROPS,IRROPS
5092520811,Voluntary Change,Voluntary Change
2583000220,Voluntary Change,Voluntary Change
8531303535,Seating,Seating
1087607876,Booking,Booking
4680617540,IRROPS,IRROPS
2307237648,Mileage Plus,Mileage Plus
491456295,Digital Support,Digital Support
6910174613,Voluntary Change,Voluntary Change
3913687125,Voluntary Change,Voluntary Change
9188260028,IRROPS,IRROPS
6957047751,Booking,Booking
632577882,Voluntary Change,Voluntary Change
7031884816,IRROPS,IRROPS
8571643398,Products & Services,Products & Services
6190753976,Voluntary Change,Voluntary Change
660665331,Mileage Plus,Mileage Plus
1951332571,Mileage Plus,Mileage Plus
1100231146,IRROPS,IRROPS
6415172816,Mileage Plus,Mileage Plus
7212919283,IRROPS,IRROPS
7637070444,Mileage Plus,Mileage Plus
1263979019,IRROPS,IRROPS
1254649407,Mileage Plus,Mileage Plus
1386655519,Mileage Plus,Mileage Plus
5250255730,Voluntary Change,Voluntary Change
8186515386,Seating,Seating
9031457307,IRROPS,IRROPS
2012782154,Voluntary Change,Voluntary Change
2426016647,Voluntary Change,Voluntary Change
9299759255,Post Flight,Post Flight
5199755371,Post Flight,Post Flight
8496500277,Baggage,Baggage
507254096,Mileage Plus,Mileage Plus
76236288,Seating,Seating
1634965437,Voluntary Change,Voluntary Change
3354811877,Voluntary Change,Voluntary Change
3776016471,Disability,Disability
7779115871,IRROPS,IRROPS
814363926,Voluntary Change,Voluntary Change
6856043983,IRROPS,IRROPS
8958209059,Seating,Seating
7627083216,Booking,Booking
6917150538,Voluntary Change,Voluntary Change
9254060840,Voluntary Change,Voluntary Change
4621006055,Seating,Seating
1020911879,IRROPS,IRROPS
5929306522,Upgrade,Upgrade
8096946383,Digital Support,Digital Support
8403608708,Voluntary Change,Voluntary Change
276786622,Voluntary Change,Voluntary Change
5453409107,Post Flight,Post Flight
9707064847,Voluntary Change,Voluntary Change
2552376326,Seating,Seating
4570587053,Seating,Seating
5300303838,ETC,ETC
6583119104,Booking,Booking
226310035,Voluntary Change,Voluntary Change
8406307182,Voluntary Change,Voluntary Change
717101584,Voluntary Change,Voluntary Change
679190247,Booking,Booking
941308200,IRROPS,IRROPS
5681073689,IRROPS,IRROPS
7926075705,IRROPS,IRROPS
6597553829,Post Flight,Post Flight
4812750983,Voluntary Change,Voluntary Change
5404022476,IRROPS,IRROPS
4070064026,Seating,Seating
8184597948,Check In,Check In
7701411191,Booking,Booking
9777436038,IRROPS,IRROPS
1379675560,Mileage Plus,Mileage Plus
5820905443,IRROPS,IRROPS
2716239327,Products & Services,Products & Services
6221357262,Seating,Seating
1607349879,Communications,Communications
6237089052,Voluntary Change,Voluntary Change
9572720156,Seating,Seating
7441419303,Seating,Seating
8297998723,Digital Support,Digital Support
3447289159,Post Flight,Post Flight
5187737468,Voluntary Change,Voluntary Change
4577828915,Booking,Booking
4641036453,Seating,Seating
5820051004,Seating,Seating
9167924717,Traveler Updates,Traveler Updates
226226109,IRROPS,IRROPS
8012120814,Digital Support,Digital Support
7292113035,Voluntary Change,Voluntary Change
6962769251,Voluntary Change,Voluntary Change
8381341375,IRROPS,IRROPS
8862910273,Seating,Seating
9485329216,Voluntary Change,Voluntary Change
6338303769,Voluntary Cancel,Voluntary Cancel
7760216802,Mileage Plus,Mileage Plus
1103653390,Voluntary Change,Voluntary Change
4260522464,Other Topics,Other Topics
9315708421,Digital Support,Digital Support
2785574790,Checkout,Checkout
6737415004,Post Flight,Post Flight
9691958994,Mileage Plus,Mileage Plus
5530890055,Post Flight  ,Post Flight
1829155832,Seating,Seating
5304332585,Communications,Communications
5227704220,Mileage Plus,Mileage Plus
5959461681,Checkout,Checkout
8280996523,Voluntary Change,Voluntary Change
1765868440,Voluntary Change,Voluntary Change
511523510,IRROPS,IRROPS
7468100216,IRROPS,IRROPS
3952781311,Post Flight,Post Flight
6467490061,Traveler Updates,Traveler Updates
7864061576,IRROPS,IRROPS
4424031419,Communications,Communications
2707397796,Voluntary Cancel,Voluntary Cancel
5240599952,ETC,ETC
3884223241,IRROPS,IRROPS
9968413861,Seating,Seating
7839945638,IRROPS,IRROPS
8786354607,Seating,Seating
9562268684,Seating,Seating
1362365497,Seating,Seating
6518519604,Digital Support,Digital Support
9707969246,Checkout,Checkout
9529132970,Voluntary Change,Voluntary Change
1976484017,IRROPS,IRROPS
3348299443,Post Flight,Post Flight
5467459108,IRROPS,IRROPS
6555512972,IRROPS,IRROPS
6357973164,Booking,Booking
8696569246,Checkout,Checkout
430808719,Other Topics,Other Topics
5656524476,Checkout,Checkout
8265667097,Voluntary Change,Voluntary Change
4706087300,Products & Services,Products & Services
5663926801,Upgrade,Upgrade
370406945,Voluntary Change,Voluntary Change
1107551366,Voluntary Change,Voluntary Change
1199652895,ETC,ETC
4524229639,IRROPS,IRROPS
5258751594,Voluntary Change,Voluntary Change
6375018718,Baggage,Baggage
8618309797,Seating,Seating
1403343238,Voluntary Change,Voluntary Change
8256688104,IRROPS,IRROPS
6454312402,Booking,Booking
4056869858,Post Flight,Post Flight
1930214983,Post Flight,Post Flight
7950427770,Schedule Change,Schedule Change
2496373812,Seating,Seating
9244282106,Seating,Seating
9840062763,Seating,Seating
3084922270,Mileage Plus,Mileage Plus
7715630321,Mileage Plus,Mileage Plus
1237054235,IRROPS,IRROPS
4945021367,IRROPS,IRROPS
1788489448,Communications,Communications
7482594824,Mileage Plus,Mileage Plus
2874028476,Voluntary Change,Voluntary Change
4249738988,Voluntary Change,Voluntary Change
5415250962,IRROPS,IRROPS
2966554289,Check In,Check In
9367209165,IRROPS  ,IRROPS
1374918425,IRROPS,IRROPS
4821363265,Baggage,Baggage
3039127931,Traveler Updates,Traveler Updates
6625243041,Mileage Plus,Mileage Plus
3112575527,Voluntary Change,Voluntary Change
2887417126,Other Topics,Other Topics
4696611716,Seating,Seating
2360246465,Seating  ,Seating
8661949414,IRROPS,IRROPS
4541404847,Mileage Plus,Mileage Plus
5787930426,Schedule Change,Schedule Change
8837301445,Voluntary Change,Voluntary Change
8602483108,Seating,Seating
308893793,Traveler Updates,Traveler Updates
906161376,IRROPS,IRROPS
4240525761,Check In,Check In
7264055137,Mileage Plus,Mileage Plus
8595606816,Voluntary Change,Voluntary Change
9843298317,Voluntary Change,Voluntary Change
164249118,Products & Services,Products & Services
2892349473,Seating,Seating
8515106427,Voluntary Change,Voluntary Change
5974967532,Voluntary Change,Voluntary Change
5499130893,Baggage,Baggage
6977181172,Mileage Plus,Mileage Plus
2648385318,IRROPS  ,IRROPS
2379137179,Traveler Updates,Traveler Updates
9838406922,Voluntary Change,Voluntary Change
4437979111,Voluntary Change,Voluntary Change
8595452346,Seating,Seating
1412009805,Booking,Booking
4979993814,Products & Services,Products & Services
1992410960,Post Flight,Post Flight
5878161923,Mileage Plus,Mileage Plus
3889792359,Voluntary Change,Voluntary Change
6558044050,Traveler Updates,Traveler Updates
1341182092,Digital Support,Digital Support
2278950844,Mileage Plus,Mileage Plus
9330961751,Digital Support,Digital Support
2795168462,Check In,Check In
1467867044,Seating,Seating
371389110,Booking,Booking
8905182065,IRROPS,IRROPS
2410082630,Booking,Booking
9363059024,IRROPS,IRROPS
2446796146,Post Flight,Post Flight
1025119017,Mileage Plus,Mileage Plus
5674352410,Post Flight,Post Flight
3271434527,Voluntary Change,Voluntary Change
7649441355,Schedule Change,Schedule Change
4400823790,Upgrade,Upgrade
4649724930,IRROPS,IRROPS
5727540531,Post Flight,Post Flight
1646261736,Checkout,Checkout
7450565367,Booking,Booking
4621405483,Products & Services,Products & Services
4695666045,Post Flight,Post Flight
2948055824,IRROPS,IRROPS
3595973155,Communications,Communications
3478479358,Check In,Check In
8906281554,Products & Services,Products & Services
7137575758,Upgrade,Upgrade
7175126080,Check In,Check In
9528499056,Upgrade,Upgrade
1982471860,Products & Services,Products & Services
9532579326,Post Flight,Post Flight
9344645733,Voluntary Change,Voluntary Change
2463055635,Products & Services,Products & Services
7337881702,Products & Services,Products & Services
1119495926,Upgrade,Upgrade
8187753195,Products & Services,Products & Services
6458875772,IRROPS,IRROPS
5906116338,Upgrade,Upgrade
3403657088,Baggage,Baggage
2189873248,Mileage Plus,Mileage Plus
1743593034,Seating,Seating
3488962823,IRROPS,IRROPS
4133997044,Communications,Communications
8671098065,Traveler Updates,Traveler Updates
779252859,Voluntary Change,Voluntary Change
4886344854,Voluntary Change,Voluntary Change
1208754915,Seating,Seating
2231995953,Seating  ,Seating
3427637417,Voluntary Change,Voluntary Change
4805009978,Post Flight,Post Flight
8335606151,IRROPS,IRROPS
9367060256,Voluntary Change,Voluntary Change
658423255,Voluntary Change,Voluntary Change
9798339157,IRROPS,IRROPS
5344846520,Products & Services,Products & Services
3615801987,Seating,Seating
9636573485,Traveler Updates,Traveler Updates
2716672036,Upgrade,Upgrade
667688061,Upgrade,Upgrade
4154551855,Products & Services,Products & Services
3380992617,Booking,Booking
2985164076,Baggage,Baggage
4674056224,Upgrade,Upgrade
6074845804,Check In,Check In
951644142,IRROPS,IRROPS
4468966278,Post Flight,Post Flight
4831037914,Seating,Seating
5826148968,Seating,Seating
277867154,Voluntary Change,Voluntary Change
8816411636,IRROPS,IRROPS
3681300057,Voluntary Change,Voluntary Change
2342103591,Check In,Check In
975040285,Voluntary Change,Voluntary Change
6306919040,Products & Services,Products & Services
2913053024,IRROPS,IRROPS
2631397099,Check In,Check In
485350081,ETC,ETC
7741736429,IRROPS,IRROPS
6058387693,Voluntary Cancel,Voluntary Cancel
3043059649,Checkout,Checkout
5405891191,IRROPS,IRROPS
3526305974,Mileage Plus,Mileage Plus
2179684373,Post Flight,Post Flight
9717389689,Voluntary Change,Voluntary Change
679572404,ETC,ETC
542453589,Voluntary Cancel,Voluntary Cancel
5387952984,IRROPS,IRROPS
6850142163,IRROPS,IRROPS
9809001974,Voluntary Change,Voluntary Change
3516456644,Upgrade,Upgrade
7740722002,Check In,Check In
9427061219,Mileage Plus,Mileage Plus
2618325081,Post Flight,Post Flight
559074998,Booking,Booking
7815554263,Products & Services,Products & Services
5550600779,Post Flight,Post Flight
9853005532,Baggage,Baggage
3384887303,Checkout,Checkout
2030107374,Post Flight,Post Flight
3126396781,Voluntary Change,Voluntary Change
2620945573,Communications,Communications
6508232601,Unaccompanied Minor,Unaccompanied Minor
9422372182,Voluntary Change,Voluntary Change
1209658521,Products & Services,Products & Services
4749998337,IRROPS,IRROPS
9450411087,Voluntary Change,Voluntary Change
9017709748,IRROPS,IRROPS
4119148482,Mileage Plus,Mileage Plus
9223705302,Mileage Plus,Mileage Plus
4629052073,IRROPS,IRROPS
5548461285,Checkout,Checkout
3359686684,IRROPS,IRROPS
7076225177,Voluntary Change,Voluntary Change
4295062687,IRROPS  ,IRROPS
4083586561,Post Flight,Post Flight
1900315756,IRROPS,IRROPS
3773413973,Booking,Booking
7926915981,Communications,Communications
6384834278,Voluntary Cancel,Voluntary Cancel
6413104793,Voluntary Change,Voluntary Change
4065683225,Voluntary Change,Voluntary Change
9161023081,Voluntary Cancel,Voluntary Cancel
1164830248,Seating,Seating
18420742,Upgrade,Upgrade
1862851519,Mileage Plus,Mileage Plus
336767210,Upgrade,Upgrade
5335682196,Seating,Seating
455799534,Booking,Booking
6755583842,Communications,Communications
4438067610,Mileage Plus,Mileage Plus
3160190580,Communications,Communications
3273779189,IRROPS,IRROPS
3131523630,Traveler Updates,Traveler Updates
5191359766,IRROPS,IRROPS
6870032562,Voluntary Change,Voluntary Change
3653254022,Post Flight,Post Flight
2993467530,Post Flight,Post Flight
4683547805,IRROPS,IRROPS
4817949536,Mileage Plus,Mileage Plus
8510201792,Post Flight,Post Flight
825310170,Other Topics,Other Topics
4399042556,Voluntary Cancel,Voluntary Cancel
1162633348,Products & Services,Products & Services
7000956265,IRROPS,IRROPS
4874706821,Voluntary Change,Voluntary Change
9143643974,Digital Support,Digital Support
784315524,Voluntary Change,Voluntary Change
3093191151,Upgrade,Upgrade
7701228211,IRROPS,IRROPS
9617652021,Voluntary Change,Voluntary Change
6587219000,Communications,Communications
5523069730,Upgrade,Upgrade
3980873077,Check In,Check In
2825552265,Voluntary Change,Voluntary Change
9442020158,Check In,Check In
1027737945,Checkout,Checkout
6788546576,Products & Services,Products & Services
6411155295,Upgrade,Upgrade
1383616264,Voluntary Change,Voluntary Change
7698640756,IRROPS,IRROPS
3223952307,IRROPS,IRROPS
2033204408,Digital Support,Digital Support
8983428225,Voluntary Change,Voluntary Change
3815555697,Voluntary Change,Voluntary Change
6622069734,Voluntary Cancel,Voluntary Cancel
9457976687,Voluntary Change,Voluntary Change
4707283816,Booking,Booking
2579926510,Mileage Plus,Mileage Plus
9792072790,IRROPS,IRROPS
7766736854,Mileage Plus,Mileage Plus
3613270637,Schedule Change,Schedule Change
6431117016,Other Topics,Other Topics
8392174674,Mileage Plus,Mileage Plus
5684978059,Communications,Communications
6166876360,IRROPS,IRROPS
5167018015,Seating,Seating
589696654,IRROPS,IRROPS
9002827852,IRROPS,IRROPS
8249749378,Communications,Communications
889849396,Schedule Change,Schedule Change
2779594917,Mileage Plus,Mileage Plus
1532538076,Communications,Communications
7962058417,Communications,Communications
230976318,Products & Services,Products & Services
7060592270,Mileage Plus,Mileage Plus
3883828963,Seating,Seating
1488178616,Seating,Seating
3196467963,IRROPS,IRROPS
6412738344,Checkout,Checkout
6939588549,Seating,Seating
1332861183,Other Topics,Other Topics
376649513,Mileage Plus,Mileage Plus
1888948990,Traveler Updates,Traveler Updates
9964797072,Other Topics,Other Topics
1126733361,Products & Services,Products & Services
5559211798,Voluntary Cancel,Voluntary Cancel
4299638468,IRROPS,IRROPS
2342511242,Mileage Plus,Mileage Plus
